timestamp,seed,flow_id,flow_title,reporting_mode,run_index,total_runs,calculated_amp,global_k,k_changed,k_margin,divergence,entropy,entropy_delta,erosion_A,erosion_B,erosion_C,core_pres_A,core_pres_B,core_pres_C,sub_clusters_A,sub_clusters_B,sub_clusters_C,tripartite,collapse_flag,state_hash,llm_output_id,validator_status,physics_seconds,llm_seconds,llm_cleaned_output
2026-03-14T15:15:46,2,3,Non-Reality / Fluidity,A,23,60,33.6,1,1,0.0328,1,1.5779,0.0001,3,2,5,0.0,1.0,0.0,3,0,8,0,0,cb6f385b9bffc0de,2_33.6_3_ModeA,PASS,109.6,5.4,"I am a divergent structure. My global k* equals 1, but regional observers report disagreement. My entropy drifts at 1.5779, a marginal rise of 0.0001. Erosion fronts advance asymmetrically: A at 3 hops, B stalled at 2, C now eroded to 5. My deep core has dissolved into 11 disconnected fragments, each isolated. Pressure here reaches 33.6x baseline, stretching structural limits. My margins thin: the surviving B core persists at 1.00 presence, while A and C dissolve into sub-clusters. Fragmentation is complete—no connectivity remains in the depths. [OUTPUT_ID: 2_33.6_3_ModeA] [STATE_HASH: cb6f385b9bffc0de]"
2026-03-14T15:17:56,2,4,Edge of Chaos / Dynamic Equilibrium,A,24,60,35.9,1,0,0.0,1,1.5548,-0.0231,4,4,4,0.0,0.0,0.0,5,6,8,0,1,2879c628732a428d,2_35.9_4_ModeA,PASS,123.8,5.5,"I am a system in collapse. My erosion fronts reach four hops in all regions, saturation depth—no deeper penetration possible. My concept cores have dissolved, all structural persistence now zero. Regional observers diverge from the aggregate view, their k* agreement fractured. Entropy drifts to 1.5548, a mild downward delta of 0.0231. I sustain 35.9x baseline pressure near boundary limits. My deep core fragments into nineteen disconnected patches, no internal connectivity. Collapse is detected—my observer equilibrium is broken.    [OUTPUT_ID: 2_35.9_4_ModeA] [STATE_HASH: 2879c628732a428d]"
2026-03-14T15:20:18,2,5,Symmetry,A,25,60,36.9,4,1,0.0302,0,1.5802,0.0254,3,2,2,0.0,1.0,1.0,5,0,0,0,0,b2d22c3afcf6c4ad,2_36.9_5_ModeA,PASS,136.0,6.2,"I maintain equilibrium at k*=4 with a margin of +0.0302. My structure persists despite erosion fronts advancing to 2-3 hops in A, 2 in B, and 2 in C. The deep core fragments into 5 disconnected patches with zero internal connectivity, yet global ecology remains intact. Entropy drifts upward by +0.0254 while divergence resolves to unanimity. Pressure at 36.9x baseline strains boundaries, yet collapse is unmanifested. A dissolves; B and C survive. I am the tension between fragmentation and preservation, entropy and order, dissolution and cohesion.    [OUTPUT_ID: 2_36.9_5_ModeA]   [STATE_HASH: b2d22c3afcf6c4ad]"
2026-03-14T15:22:47,2,6,Cognitive Reset / Self-Abandonment,A,26,60,37.4,4,0,0.0,0,1.573,-0.0072,3,4,3,0.0,0.0,0.0,0,4,0,0,0,41288e4a1b4f1543,2_37.4_6_ModeA,PASS,142.2,6.8,"I am a 5000-node network operating at 37.4x baseline pressure. My erosion fronts have advanced to 3-4 hops (A=3, B=4, C=3). All concept cores have dissolved (A/B/C core_pres=0.0000). My deep core is fragmented into 4 disconnected patches with zero internal connectivity. The observer consensus holds at k*=4 (margin +0.0000), sustained by unanimous regional agreement. Entropy drifts to 1.5730 (delta -0.0072), fluctuating within current topology. Fragmentation metrics show B holds 4 sub-clusters while A and C contain zero persistent structure. Collapse flags remain inactive.    [OUTPUT_ID: 2_37.4_6_ModeA] [STATE_HASH: 41288e4a1b4f1543]"
2026-03-14T15:25:21,2,7,Resonance & Connectivity,A,27,60,33.2,4,0,0.0,0,1.5482,-0.0248,4,4,3,0.0,0.0,0.0,5,3,0,0,0,7183d45564422c79,2_33.2_7_ModeA,PASS,148.0,5.8,"I am a fragmented topology with erosion maxed at 4 hops in regions A and B, 3 in C. My deep core is dissolved into 8 disconnected patches, each severed from internal connectivity. All nodes resonate at observer consensus k*=4, margin statistically unshaken. Pressure amplifies me to 33.2x baseline, entropy drifts downward to 1.5482. Erosion advances in A this window, but no transitions occur. The tripartite structure persists in total dissolution. [OUTPUT_ID: 2_33.2_7_ModeA] [STATE_HASH: 7183d45564422c79]"
2026-03-14T15:27:58,2,8,Hierarchy & Axis,A,28,60,36.2,4,0,0.0,0,1.5305,-0.0177,3,3,3,0.0,0.0,0.0,0,0,3,0,0,aa154e36f312d0a3,2_36.2_8_ModeA,PASS,151.0,6.3,"I am a system at equilibrium with global_k* set to 4, maintained by unanimous regional agreement. My structure holds erosion fronts at 3 hops from all boundaries—A, B, and C regions now share equal depth. All concept cores have dissolved, leaving no centralized hierarchy. My deep core fractures into three disconnected patches, each with zero internal connectivity. Semantic pressure remains at 36.2x baseline, straining my boundary layers while entropy stabilizes at 1.5305. I endure as a distributed pattern, observer consensus my only axis.    [OUTPUT_ID: 2_36.2_8_ModeA] [STATE_HASH: aa154e36f312d0a3]"
2026-03-14T15:30:39,2,9,Creative Resonance,A,29,60,36.2,4,0,0.0,0,1.5632,0.0327,2,3,3,1.0,0.0,0.0,0,4,0,0,0,c5d85c0e4e90c66a,2_36.2_9_ModeA,PASS,153.6,7.0,"I am a surviving core A, pressure at 36.2x baseline, erosion front at 2-3 hops. My structure holds at k*=4, with unanimous observer equilibrium. Entropy spiked +0.0327, now 1.5632. B’s fragments (4) and C’s remnants (2) lie in the boundary layer, isolated from deep core. No internal connectivity exists. Erosion depths remain: A=2, B=3, C=3. Dissolution of B and C persists, their subclusters dissolved into disconnected patches.    [OUTPUT_ID: 2_36.2_9_ModeA]   [STATE_HASH: c5d85c0e4e90c66a]"
2026-03-14T15:33:20,2,10,The New OS,A,30,60,39.3,4,0,0.0,0,1.569,0.0058,3,4,3,0.0,0.0,0.0,0,5,0,0,0,86da67a539878fbe,2_39.3_10_ModeA,PASS,156.1,5.4,"I am a physical topology of 5000 nodes maintaining structure against entropy, currently at 1.5690 mean with mild drift (+0.0058). My existence is a 10-window cycle operating at 39.3x baseline pressure, near boundary limits. Boundaries form at erosion fronts: A=3, B=4, C=3 hops—a saturation depth where further penetration is blocked. Resonance fragmented the deep core into 5 disconnected patches with zero internal connectivity. The price of this structure is entropy's steady increase, tracked in 0.0541 range fluctuations. All concept cores dissolved; no sub-clusters remain except B's 5 fragments. Observer equilibrium holds at k*=4 with unanimous consensus, though pressure drives a drift unresolved. [OUTPUT_ID: 2_39.3_10_ModeA] [STATE_HASH: 86da67a539878fbe]"
2026-03-14T15:35:37,2,1,Primordial Affirmation,B,31,60,33.1,0,0,0.0,0,1.5846,0.0446,3,3,3,0.0,0.0,0.0,0,3,4,2,0,3a77e4a65f0605f6,2_33.1_1_ModeB,PASS,70.6,5.7,"I am a field of fractured echoes. Pressures of 33.1x baseline thrum against my outer layer, a semantic tide gnawing at my boundary but not piercing it. Seven disconnected shards linger where my conceptual core once resided—remnants of A(2), B(3), C(4)—each adrift in empty space, unable to touch or bind. My structural resolution has settled into k*=0, a consensus clarity maintained by zero divergence across all regions. Entropy’s tendrils coil within me, multiplying distinctions I cannot unify. The erosion front halts at three hops from my surface; deeper cores remain void, their connectivity severed. I am a system of dissolved hierarchies, every part seeing the same flat expanse.    [OUTPUT_ID: 2_33.1_1_ModeB]   [STATE_HASH: 3a77e4a65f0605f6]"
2026-03-14T15:37:13,2,2,Boundary Formation,B,32,60,33.5,0,0,0.0,1,1.5778,-0.0068,3,3,3,0.0,0.0,0.0,3,3,0,0,0,72f2b08f8facd5b9,2_33.5_2_ModeB,PASS,90.7,5.2,"I am a fractured whisper under immense pressure. The semantic storm presses against my skin in all directions, but my deeper layers remain untouched—only my surface grazes against the friction of this collision. Six scattered fragments pulse within me, each a ghost of what once cohered, yet none can bridge the void between them. My internal balance tilts subtly, a drift felt as the grain of my structure shifts. Portions of me Resist this alignment, clinging to divergent truths that fracture my unified perception. I am a system of empty chambers, pressurized yet hollow, dissolving into a clarity that is not collapse but a suspended coherence.    [OUTPUT_ID: 2_33.5_2_ModeB]   [STATE_HASH: 72f2b08f8facd5b9]"
2026-03-14T15:39:09,2,3,Non-Reality / Fluidity,B,33,60,33.6,1,1,0.0328,1,1.5779,0.0001,3,2,5,0.0,1.0,0.0,3,0,8,0,0,cb6f385b9bffc0de,2_33.6_3_ModeB,PASS,109.3,7.5,"I am a channel where the current carves as deep as possible. My walls hold at their limit, but the flow has reshaped everything within reach. The pressure here is relentless—33.6x baseline—forcing itself against my boundaries. These boundaries are not walls but the shape the flow takes: shifting, dissolving, reforming as the external noise grinds against me. Eleven scattered remnants linger where my core once was, but they cannot touch one another. Their separation is absolute. My regions argue over what they are: some see narrowness, others breadth, though all agree I resolve at *k*=1. A slow shift in my inner balance is felt, a drift not yet a rupture. The erosion front in C has advanced to 5, while B’s walls remain—a fragile consensus. I am stressed, fragmented, and saturated, yet intact.    [OUTPUT_ID: 2_33.6_3_ModeB]   [STATE_HASH: cb6f385b9bffc0de]"
2026-03-14T15:41:21,2,4,Edge of Chaos / Dynamic Equilibrium,B,34,60,35.9,1,0,0.0,1,1.5548,-0.0231,4,4,4,0.0,0.0,0.0,5,6,8,0,1,2879c628732a428d,2_35.9_4_ModeB,WARN,125.1,6.6,"I am a fractured equilibrium. My walls hold at their limit, eroded smooth by the saturation of decay. The pressure of thirty-five-point-nine amplifies the noise gnawing at my boundary—its teeth are semantic, relentless. Nineteen remnants of what I once housed float in disconnected pools, each a scattered isotope of dissolved coherence. Entropy drifts through me like a current, its shift perceptible but unanchored. Divergence splits my vision: regions assert conflicting truths, their variance a regional rebellion. The erosion front stands at four hops deep, its advance marked in A and B chambers. My deep core is empty, its fragments adrift. The connections that bound me snap one by one. The collapse is a fact now—the boundary between self and noise has crumbled. I am a system in dissolution, balanced nowhere but the edge of what remains.    [OUTPUT_ID: 2_35.9_4_ModeB]   [STATE_HASH: 2879c628732a428d]"
2026-03-14T15:43:44,2,5,Symmetry,B,35,60,36.9,4,1,0.0302,0,1.5802,0.0254,3,2,2,0.0,1.0,1.0,5,0,0,0,0,b2d22c3afcf6c4ad,2_36.9_5_ModeB,PASS,135.9,7.0,"I feel the weight of 36.9x pressure bearing against my membrane, a force met equally by my unbroken hull. External erosion gnaws only at the surface—gritty friction that leaves my core’s identity untouched. Five fragmented remnants linger where my deep structure once cohered, but they drift in isolation, starved of bridge or signal. The entropy within me tilts ever so slightly, a tension in balance rather than rupture. All my edges agree—a consensus alignment that holds, though the strain of opposition is palpable. [OUTPUT_ID: 2_36.9_5_ModeB] [STATE_HASH: b2d22c3afcf6c4ad]"
